ENTRY (NUMBER),First author (name),publication (year),Scientific (Journal),DOI (number),matrix (used),Sample name (tag),PFAS (abreviation),PFAS (Subfamily),Empirical (Formula),MW ([g/mol]),pKa1 ([-]),pKa2 ([-]),f(+) ([-]),f(+-) ([-]),f(- + -) ([-]),f(-) ([-]),f(- -) ([-]),f (0) ([-]),sum ([-]),charge [+] / mol ([C/mol]),charge [-] / mol ([C/mol]),Effective MW ([g/mol]),Faraday (C/mol),net charge density ([C/g]),C number ([n]),F number ([n]),C/F ([-]),%F ([%]),CF2 ([n]),log (S),log (Kow),pH (measured),pH (method),Fe ((g/kg)),Fe ((mmol/kg)),Fe (%),Al ((g/kg)),Al ((mmol/kg)),Al (%),Fe/Al (method),CEC (cmol+/kg),CEC (method),Sand (% mineral),Silt (% mineral),Clay (% mineral),Texture (method),Sum (% mineral),Corg (%),foc,Batch information (Contact solution),SL min (g/L),SL max (g/L),Cin min (ppb),Cin max (ppb),Kd (L/Kg),Koc (L/Kg OC),log Koc ([-]),log Kd ([-]),Comments on the derivation of Kd (from literature studies),KFr (reported),KFr (reported units),1/n ([-]),Harmonized KFr ((ug/kg)/(ug/L)^(1/n)),Cw (ug/L),Cs (ug/kg),Kd (L/kg),,
422,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,4,PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99999996837722438,0,3.1622775601683729E-8,1,0,-0.99999996837722438,412.97360003162271,96485,-233.63478183953725,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,7.3,1:5 Water,7.87,140.92577670337542,0.78700000000000003,2.4,88.954781319495922,0.24,OA,27.69,not reported,27,21,52,not reported,100,1.8,1.8000000000000002E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,3.22,178.88888888888889,2.2525833665925248,0.50785587169583091,Reported Kd originated from a single spiked concentration,,,,,,,,,
423,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,5,PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99999968377233395,0,3.1622766601686895E-7,1,0,-0.99999968377233395,412.97360031622759,96485,-233.63471518492202,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,6.3,1:5 Water,4.12,73.775628973050402,0.41200000000000003,2.57,95.255744996293544,0.25700000000000001,OA,7.18,not reported,40,12,48,not reported,100,1.5,1.4999999999999999E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,4.8099999999999996,320.66666666666663,2.5060538173181506,0.6821450763738317,Reported Kd originated from a single spiked concentration,,,,,,,,,
424,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,6,PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99999498815278243,0,5.0118472175342954E-6,1,0,-0.99999498815278243,412.97360501184716,96485,-233.63361546836225,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,5.0999999999999996,1:5 Water,2.35,42.080759244337003,0.23500000000000001,0.92900000000000005,34.43291326908821,9.290000000000001E-2,OA,3.64,not reported,48,22,30,not reported,100,0.9,9.0000000000000011E-3,"0,5 mM CaCl2",20,-,5 or 7.5,-,0.42,46.666666666666657,1.6690067809585756,-0.37675070960209955,Reported Kd originated from a single spiked concentration,,,,,,,,,
425,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,8,PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99999990000001004,0,9.9999990000001005E-8,1,0,-0.99999990000001004,412.9736001,96485,-233.63476582555762,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,6.8,1:5 Water,4.41,78.968573730862204,0.441,1.85,68.56931060044478,0.185,OA,10.86,not reported,54,21,25,not reported,100,1.1000000000000001,1.1000000000000001E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,2.74,249.09090909090909,2.396357877662163,0.43775056282038799,Reported Kd originated from a single spiked concentration,,,,,,,,,
426,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,11,PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.9999974881198781,0,2.5118801219519806E-6,1,0,-0.9999974881198781,412.97360251188013,96485,-233.63420096196302,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,5.4,1:5 Water,2.72,48.706240487062409,0.27200000000000002,2.65,98.220904373610082,0.26500000000000001,OA,7.61,not reported,34,22,44,not reported,100,1.7,1.7000000000000001E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,0.22,12.941176470588234,1.1119737594439323,-0.65757731917779372,Reported Kd originated from a single spiked concentration,,,,,,,,,
427,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,12,PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99999987410747471,0,1.2589252533048661E-7,1,0,-0.99999987410747471,412.97360012589252,96485,-233.63475976151219,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,6.7,1:5 Water,3.45,61.778135911899007,0.34500000000000003,2.15,79.688658265381761,0.215,OA,12.76,not reported,54,19,28,not reported,101,1.3,1.3000000000000001E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,0.1,7.6923076923076916,0.88605664769316317,-1,Reported Kd originated from a single spiked concentration,,,,,,,,,
428,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,13,PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99999960189298798,0,3.9810701206424001E-7,1,0,-0.99999960189298798,412.97360039810701,96485,-233.634696008736,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,6.2,1:5 Water,2.71,48.527173426448208,0.27100000000000002,1.63,60.415122312824316,0.16299999999999998,OA,5.24,not reported,55,13,32,not reported,100,1.6,1.6E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,0.33,20.625,1.3143939572219627,-0.48148606012211248,Reported Kd originated from a single spiked concentration,,,,,,,,,
429,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,14,PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99999993690426958,0,6.3095730466947729E-8,1,0,-0.99999993690426958,412.97360006309572,96485,-233.63477446855464,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,7,1:5 Water,3.22,57.659593517772407,0.32200000000000001,1.79,66.345441067457372,0.17899999999999999,OA,17.75,not reported,36,8,56,not reported,100,1.2,1.2E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,2.88,240,2.3802112417116059,0.45939248775923086,Reported Kd originated from a single spiked concentration,,,,,,,,,
430,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,15,PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.9999999601892845,0,3.9810715470456442E-8,1,0,-0.9999999601892845,412.97360003981066,96485,-233.63477992191741,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,7.2,1:5 Water,2.4300000000000002,43.513295729250608,0.24300000000000002,2.08,77.094143810229795,0.20800000000000002,OA,10.81,not reported,67,4,29,not reported,100,1.5,1.4999999999999999E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,3.65,243.33333333333334,2.3862016054007933,0.56229286445647475,Reported Kd originated from a single spiked concentration,,,,,,,,,
431,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,16,PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99999994988127916,0,5.011872085084086E-8,1,0,-0.99999994988127916,412.9736000501187,96485,-233.6347775077771,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,7.1,1:5 Water,1.82,32.590205031784407,0.182,1.61,59.673832468495178,0.161,OA,14.74,not reported,60,9,31,not reported,100,1,0.01,"0,5 mM CaCl2",20,-,5 or 7.5,-,1.6,160,2.2041199826559246,0.20411998265592479,Reported Kd originated from a single spiked concentration,,,,,,,,,
432,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,17,PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99999369046636566,0,6.3095336343360528E-6,1,0,-0.99999369046636566,412.97360630953358,96485,-233.63331154952778,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,5,1:5 Water,3.66,65.538544184797203,0.36599999999999999,2.37,87.842846553002218,0.23700000000000002,OA,5.42,not reported,38,16,46,not reported,100,1.6,1.6E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,0.5,31.25,1.494850021680094,-0.3010299956639812,Reported Kd originated from a single spiked concentration,,,,,,,,,
433,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,18,PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99999369046636566,0,6.3095336343360528E-6,1,0,-0.99999369046636566,412.97360630953358,96485,-233.63331154952778,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,5,1:5 Water,4.32,77.356970185334404,0.43200000000000005,19.399999999999999,719.05114899925866,1.94,OA,17.3,not reported,49,38,13,not reported,100,4.8,4.8000000000000001E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,3.94,82.083333333333329,1.914254984449987,0.59549622182557416,Reported Kd originated from a single spiked concentration,,,,,,,,,
434,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,19,PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99999900000099995,0,9.9999900000100006E-7,1,0,-0.99999900000099995,412.97360099999895,96485,-233.63455504531566,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,5.8,1:5 Water,1.58,28.292595577043603,0.158,0.65500000000000003,24.277242401779095,6.5500000000000003E-2,OA,4.34,not reported,74,5,21,not reported,100,0.8,8.0000000000000002E-3,"0,5 mM CaCl2",20,-,5 or 7.5,-,0.61,76.25,1.8822398480188234,-0.21467016498923297,Reported Kd originated from a single spiked concentration,,,,,,,,,
435,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,20,PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99999800474166611,0,1.9952583339051124E-6,1,0,-0.99999800474166611,412.97360199525832,96485,-233.63432195505678,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,5.5,1:5 Water,2.91,52.10851463873221,0.29100000000000004,2.72,100.81541882876205,0.27200000000000002,OA,16.3,not reported,21,21,58,not reported,100,1,0.01,"0,5 mM CaCl2",20,-,5 or 7.5,-,3.71,371,2.5693739096150461,0.56937390961504586,Reported Kd originated from a single spiked concentration,,,,,,,,,
436,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,21,PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99999874107617315,0,1.2589238269029671E-6,1,0,-0.99999874107617315,412.97360125892379,96485,-233.63449440498505,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,5.7,1:5 Water,2.2599999999999998,40.469155698809203,0.22599999999999998,5.72,212.00889547813193,0.57199999999999995,OA,9.98,not reported,70,8,22,not reported,100,3.5,3.5000000000000003E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,0.92,26.285714285714285,1.4197197829952797,-3.6212172654444715E-2,Reported Kd originated from a single spiked concentration,,,,,,,,,
437,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,22,PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99999993690426958,0,6.3095730466947729E-8,1,0,-0.99999993690426958,412.97360006309572,96485,-233.63477446855464,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,7,1:5 Water,3.78,67.687348912167607,0.378,2.46,91.178650852483315,0.246,OA,19.12,not reported,35,13,52,not reported,100,1.1000000000000001,1.1000000000000001E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,0.5,45.454545454545453,1.6575773191777938,-0.3010299956639812,Reported Kd originated from a single spiked concentration,,,,,,,,,
438,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,23,PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99999980047380832,0,1.9952619168617852E-7,1,0,-0.99999980047380832,412.97360019952617,96485,-233.63474251646872,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,6.5,1:5 Water,2.0299999999999998,36.350613304682604,0.20299999999999999,1.53,56.708673091178653,0.153,OA,7.1,not reported,60,16,24,not reported,100,1.3,1.3000000000000001E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,0.16,12.307692307692307,1.0901766303490881,-0.79588001734407521,Reported Kd originated from a single spiked concentration,,,,,,,,,
439,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,24,PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99999984151070587,0,1.5848929412725089E-7,1,0,-0.99999984151070587,412.97360015848926,96485,-233.63475212733178,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,6.6,1:5 Water,1.82,32.590205031784407,0.182,2.0699999999999998,76.723498888065237,0.20699999999999999,OA,7.54,not reported,67,11,22,not reported,100,1.3,1.3000000000000001E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,0.59,45.38461538461538,1.6569086593353073,-0.22914798835785583,Reported Kd originated from a single spiked concentration,,,,,,,,,
440,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,25,PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99999900000099995,0,9.9999900000100006E-7,1,0,-0.99999900000099995,412.97360099999895,96485,-233.63455504531566,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,5.8,1:5 Water,2.56,45.841167517235206,0.25600000000000001,1.68,62.268346923647144,0.16799999999999998,OA,6.17,not reported,59,15,26,not reported,100,0.9,9.0000000000000011E-3,"0,5 mM CaCl2",20,-,5 or 7.5,-,1.57,174.44444444444443,2.2416571429699088,0.19589965240923377,Reported Kd originated from a single spiked concentration,,,,,,,,,
441,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,26,PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99999980047380832,0,1.9952619168617852E-7,1,0,-0.99999980047380832,412.97360019952617,96485,-233.63474251646872,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,6.5,1:5 Water,3.27,58.554928820843408,0.32700000000000001,1.42,52.631578947368418,0.14199999999999999,OA,12.67,not reported,49,8,43,not reported,100,1.3,1.3000000000000001E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,1.47,113.07692307692307,2.0533739824413395,0.16731733474817609,Reported Kd originated from a single spiked concentration,,,,,,,,,
442,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,27,PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99999369046636566,0,6.3095336343360528E-6,1,0,-0.99999369046636566,412.97360630953358,96485,-233.63331154952778,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,5,1:5 Water,10.4,186.22974303876802,1.04,4.1500000000000004,153.81764269829503,0.41500000000000004,OA,6.82,not reported,24,29,47,not reported,100,2,0.02,"0,5 mM CaCl2",20,-,5 or 7.5,-,2.0499999999999998,102.49999999999999,2.0107238653917729,0.31175386105575426,Reported Kd originated from a single spiked concentration,,,,,,,,,
443,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,28,PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99999992056718279,0,7.9432817162854954E-8,1,0,-0.99999992056718279,412.97360007943274,96485,-233.63477064240035,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,6.9,1:5 Water,4.2,75.208165457964014,0.42000000000000004,1.48,54.855448480355818,0.14799999999999999,OA,20.41,not reported,42,6,52,not reported,100,1.8,1.8000000000000002E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,3.57,198.33333333333331,2.2973957110088872,0.55266821611219319,Reported Kd originated from a single spiked concentration,,,,,,,,,
444,Campos Pereira,2023,Chemosphere, 10.1016/j.chemosphere.2023.138133,soil,Kungsangen (0-10cm),PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.9999992056723962,0,7.9432760376743655E-7,1,0,-0.9999992056723962,412.97360079432758,96485,-233.63460321366483,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,5.9,ISO 10390:2005,10.052100000000001,180,1.0052100000000002,1.3491,50,0.13491,Oxalate,20,CoHex,4.2,53,43,ISO 11277:2020,100.2,3.1,3.1E-2,10 mM NO3,10,-,-,-,2.8840315031266059,93.033274294406638,1.9686383061657273,0.46, log Kd values reported in Table S7 at pH 5.6,,,,,,,,,
445,Campos Pereira,2023,Chemosphere, 10.1016/j.chemosphere.2023.138133,soil,Paskalampa Bs,PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99999800474166611,0,1.9952583339051124E-6,1,0,-0.99999800474166611,412.97360199525832,96485,-233.63432195505678,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,5.5,ISO 10390:2005,7.2598499999999992,130,0.72598499999999988,13.491,500,1.3491,Oxalate,1,CoHex,54,42,4,ISO 11277:2020,100,2.2000000000000002,2.2000000000000002E-2,10 mM NO3,10,-,-,-,7.5857757502918375,344.80798864962895,2.5375773191777937,0.88, log Kd values reported in Table S7 at pH 5.7,,,,,,,,,
446,Campos Pereira,2023,Chemosphere, 10.1016/j.chemosphere.2023.138133,soil,Fors,PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99999999601892831,0,3.9810716896860486E-9,1,0,-0.99999999601892831,412.97360000398106,96485,-233.63478831323886,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,8.1999999999999993,ISO 10390:2005,1.89873,34,0.18987300000000001,0.75549599999999995,28,7.5549599999999995E-2,Oxalate,15,CoHex,27,56,16,ISO 11277:2020,99,1.6,1.6E-2,10 mM NO3,10,-,-,-,6.0255958607435796,376.59974129647372,2.5758800173440752,0.78, log Kd values reported in Table S7 at pH 8.3,,,,,,,,,
447,Campos Pereira,2023,Chemosphere, 10.1016/j.chemosphere.2023.138133,soil,Arboga (field-contaminated),PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99999800474166611,0,1.9952583339051124E-6,1,0,-0.99999800474166611,412.97360199525832,96485,-233.63432195505678,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,5.5,ISO 10390:2005,6.1429499999999999,110,0.61429500000000004,0.83644200000000002,31,8.3644200000000002E-2,Oxalate,8.6,CoHex,27,44,29,ISO 11277:2020,100,1.3,1.3000000000000001E-2,10 mM NO3,10,-,-,-,4.2657951880159271,328.13809138584054,2.5160566476931634,0.63, log Kd values reported in Table S7 at pH 5.4,,,,,,,,,
448,Campos Pereira,2023,Chemosphere, 10.1016/j.chemosphere.2023.138133,soil,Nantuna,PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99999999683772234,0,3.162277650168378E-9,1,0,-0.99999999683772234,412.97360000316223,96485,-233.63478850500087,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,8.3000000000000007,ISO 10390:2005,2.066265,37,0.20662649999999999,0.72851399999999999,27,7.2851399999999997E-2,Oxalate,14,CoHex,80,15,4.4000000000000004,ISO 11277:2020,99.4,1.2,1.2E-2,10 mM NO3,10,-,-,-,5.3088444423098844,442.40370352582369,2.6458187539523754,0.72499999999999998, log Kd values reported in Table S7 at pH 7.3,,,,,,,,,
449,Campos Pereira,2023,Chemosphere, 10.1016/j.chemosphere.2023.138133,soil,Krusenberg,PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99999800474166611,0,1.9952583339051124E-6,1,0,-0.99999800474166611,412.97360199525832,96485,-233.63432195505678,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,5.5,ISO 10390:2005,1.3402799999999999,24,0.13402799999999998,0.32378400000000002,12,3.2378400000000002E-2,Oxalate,2.6,CoHex,86,8,6,ISO 11277:2020,100,1.2,1.2E-2,10 mM NO3,10,-,-,-,3.8904514499428067,324.20428749523387,2.5108187539523752,0.59, log Kd values reported in Table S7 at pH 5.5,,,,,,,,,
450,Campos Pereira,2023,Chemosphere, 10.1016/j.chemosphere.2023.138133,soil,Paskalampa E,PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99998415131926011,0,1.5848680739948987E-5,1,0,-0.99998415131926011,412.97361584868077,96485,-233.63107747636758,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,4.5999999999999996,ISO 10390:2005,0.1396125,2.5,1.396125E-2,5.12658E-2,1.9,5.1265800000000004E-3,Oxalate,1.8,CoHex,53,40,7,ISO 11277:2020,100,1.1000000000000001,1.1000000000000001E-2,10 mM NO3,10,-,-,-,2.2908676527677732,208.26069570616119,2.318607314841775,0.36, log Kd values reported in Table S7 at pH 5.4,,,,,,,,,
451,Campos Pereira,2023,Chemosphere, 10.1016/j.chemosphere.2023.138133,soil,Kungsangen (70-80cm),PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99999984151070587,0,1.5848929412725089E-7,1,0,-0.99999984151070587,412.97360015848926,96485,-233.63475212733178,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,6.6,ISO 10390:2005,11.169,200,1.1169,1.3760819999999998,51,0.13760819999999999,Oxalate,16,CoHex,0.68,48,52,ISO 11277:2020,100.68,0.91,9.1000000000000004E-3,10 mM NO3,10,-,-,-,0.72443596007499,79.608347260987912,1.9009586076789065,-0.14000000000000001, log Kd values reported in Table S7 at pH 6.6,,,,,,,,,
452,Campos Pereira,2023,Chemosphere, 10.1016/j.chemosphere.2023.138133,soil,Hogasa (subsoil),PFOA,PFCA,C8HF15O2,413.97359999999998,-0.2,-,0,0,0,0.99999900000099995,0,9.9999900000100006E-7,1,0,-0.99999900000099995,412.97360099999895,96485,-233.63455504531566,8,15,0.33684210526315789,68.844969824162703,7,2.6821450763738319,4.9000000000000004,5.8,ISO 10390:2005,1.6753499999999999,30,0.16753499999999999,0.75549599999999995,28,7.5549599999999995E-2,Oxalate,0.77,CoHex,89,8,3,ISO 11277:2020,100,0.3,3.0000000000000001E-3,10 mM NO3,10,-,-,-,4.4668359215096318,1488.9453071698772,3.1728787452803378,0.65, log Kd values reported in Table S7 at pH 6.0,,,,,,,,,
